dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
citeseer,True,True,0.7,distance,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.795656144618988,2540.2,1.0069,12431.0,0.48117448314697164,6449.52
citeseer,True,True,0.7,gnnexplainer,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9927398562431335,90.25,0.6406,12431.0,0.992739924382592,90.25
citeseer,True,True,0.7,ig,100.0,0.74,0.0,0.7221012115478516,-0.1032995879650116,-1.0,-1.0,-1.0,-1.0,0.848379909992218,1884.79,0.5499,12431.0,0.49848684739763494,6234.31
citeseer,True,True,0.7,occlusion,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9927398562431335,90.25,1.2153,12431.0,0.992739924382592,90.25
citeseer,True,True,0.7,pagerank,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.7000242471694946,3729.0,0.9968,12431.0,0.00010216394497623348,12429.73
citeseer,True,True,0.7,pgmexplainer,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9854332208633423,181.08,30.6448,12431.0,0.9854331912155097,181.08
citeseer,True,True,0.7,random,100.0,0.06,0.31,-0.02599000371992588,0.2388771027326584,-1.0,-1.0,-1.0,-1.0,0.7000242471694946,3729.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,True,0.7,sa,100.0,0.27,0.47,0.19839124381542206,0.40890079736709595,-1.0,-1.0,-1.0,-1.0,0.8793243169784546,1500.12,0.0423,12431.0,0.5997546456439546,4975.45
citeseer,True,True,0.99,distance,100.0,0.68,0.0,0.6725736260414124,-0.10330860316753387,-1.0,-1.0,-1.0,-1.0,0.9928566813468933,88.8,0.6945,12431.0,0.48117448314697164,6449.52
citeseer,True,True,0.99,gnnexplainer,100.0,0.62,0.03,0.6136413812637329,-0.07850664854049683,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,1.2275,12431.0,0.992739924382592,90.25
citeseer,True,True,0.99,ig,100.0,0.68,0.0,0.6667459011077881,-0.1032995879650116,-1.0,-1.0,-1.0,-1.0,0.9935854077339172,79.74,0.3721,12431.0,0.49848684739763494,6234.31
citeseer,True,True,0.99,occlusion,100.0,0.63,0.03,0.6107711791992188,-0.07581105083227158,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,1.2086,12431.0,0.992739924382592,90.25
citeseer,True,True,0.99,pagerank,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,0.7046,12431.0,0.00010216394497623348,12429.73
citeseer,True,True,0.99,pgmexplainer,100.0,0.67,0.01,0.6643161177635193,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9949554204940796,62.71,30.0638,12431.0,0.9854331912155097,181.08
citeseer,True,True,0.99,random,100.0,0.02,0.74,-0.08715903013944626,0.7113037705421448,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,True,0.99,sa,100.0,0.27,0.47,0.19839124381542206,0.4088873565196991,-1.0,-1.0,-1.0,-1.0,0.9953640699386597,57.63,0.0479,12431.0,0.5997546456439546,4975.45
citeseer,True,True,0.99,subgraphx,100.0,0.34,0.08,0.2402886003255844,0.02720940299332142,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,328.3264,12431.0,0.9995237712171184,5.92
citeseer,True,True,0.997,distance,100.0,0.62,0.01,0.5827847123146057,-0.08778101205825806,-1.0,-1.0,-1.0,-1.0,0.9976204633712769,29.58,1.0093,12431.0,0.48117448314697164,6449.52
citeseer,True,True,0.997,gnnexplainer,100.0,0.5,0.09,0.4526984393596649,-0.011452717706561089,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,0.8473,12431.0,0.992739924382592,90.25
citeseer,True,True,0.997,ig,100.0,0.55,0.01,0.5532201528549194,-0.09329959005117416,-1.0,-1.0,-1.0,-1.0,0.9976550936698914,29.15,0.5492,12431.0,0.49848684739763494,6234.31
citeseer,True,True,0.997,occlusion,100.0,0.5,0.06,0.44780197739601135,-0.03910328075289726,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,1.2368,12431.0,0.992739924382592,90.25
citeseer,True,True,0.997,pagerank,100.0,0.72,0.0,0.705603837966919,-0.10332223027944565,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,1.0177,12431.0,0.00010216394497623348,12429.73
citeseer,True,True,0.997,pgmexplainer,100.0,0.58,0.02,0.5396232604980469,-0.07940000295639038,-1.0,-1.0,-1.0,-1.0,0.9978344440460205,26.92,28.8263,12431.0,0.9854331912155097,181.08
citeseer,True,True,0.997,random,100.0,0.02,0.74,-0.08708982169628143,0.7154256701469421,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,True,0.997,sa,100.0,0.27,0.47,0.19839124381542206,0.4088873565196991,-1.0,-1.0,-1.0,-1.0,0.9983711242675781,20.25,0.0271,12431.0,0.5997546456439546,4975.45
citeseer,True,True,0.997,subgraphx,100.0,0.34,0.08,0.2402886003255844,0.02720940299332142,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,326.629,12431.0,0.9995237712171184,5.92
cora,False,False,0.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.17,0.04,0.5221734046936035,0.28715306520462036,0.09579086303710938,11993.43,0.3525,13264.0,0.09579086248492169,11993.43
