index,dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges,mask_sparsity_init,non_zero_values_init
12,actor,False,False,0.7,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.94,0.85,0.196896493434906,0.19204166531562805,0.9801629781723022,1208.43,1208.43,4.566524445790057,0.057377604879308736,1208.43,4.566524445790057,0.057377604879308736,3.7978,60918.0,0.9801630060080769,1208.43
13,actor,False,False,0.7,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.84,0.74,0.184791699051857,0.162447988986969,0.8019371628761292,12065.59,39782.89,8.61787465864517,0.1094562080542481,12065.59,7.827125756858407,0.11275533180252753,0.0054,60918.0,0.34694359630979393,39782.89
14,actor,False,False,0.7,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.9,0.74,0.1908288598060608,0.15826621651649475,0.7000064849853516,18275.0,60916.1,10.971590175366323,0.16059192196235195,18275.0,9.756515709835277,0.1659644477453423,0.3889,60918.0,3.118946780918841e-05,60916.1
15,actor,False,False,0.7,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.98,0.13,0.20678697526454926,0.057214681059122086,0.9801629781723022,1208.43,1208.43,5.725024465526722,0.82303940839564,1208.43,5.725024465526722,0.82303940839564,2.6544,60918.0,0.9801630060080769,1208.43
16,actor,False,False,0.7,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.86,0.72,0.18201316893100739,0.15633989870548248,0.7576432228088379,14763.89,16493.8,8.544326611459688,0.001299857828665019,14763.89,8.498161179732076,0.0014204926702434991,0.8332,60918.0,0.7292458714993925,16493.8
17,actor,False,False,0.7,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.95,0.66,0.19259008765220642,0.140325665473938,0.9134605526924133,5271.81,5330.01,7.596861917671471,0.25369616208762863,5271.81,7.59584520633494,0.2550207155781917,57.6776,60918.0,0.9125051708854527,5330.01
18,actor,False,False,0.7,random,100.0,-1.0,-1.0,-1.0,-1.0,0.85,0.97,0.20185557007789612,0.211537167429924,0.7000064849853516,18275.0,60855.62,10.824148723260675,0.45385437677506885,18275.0,9.808075142476547,0.8453148634038767,0.0006,60918.0,0.0010239994747037007,60855.62
19,actor,False,False,0.7,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.65,0.42,0.14529258012771606,0.08118925243616104,0.8098180890083313,11585.5,30711.94,9.075839079370974,0.544493180603563,11585.5,8.536580098839623,0.5473757021550925,0.0242,60918.0,0.49584786105912854,30711.94
20,actor,False,False,0.99,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.73,0.55,0.15234926342964172,0.12705610692501068,0.9947157502174377,321.91,1208.43,5.253709375999011,0.6976636785125107,321.91,4.814792936972461,0.7022057202845013,3.7966,60918.0,0.9801630060080769,1208.43
21,actor,False,False,0.99,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.8,0.79,0.17911888659000397,0.16623137891292572,0.9900029897689819,609.0,60913.74,10.960461184489214,0.11051127355757114,609.0,6.37430449359403,0.27522172619047625,0.6895,60918.0,6.993006993007645e-05,60913.74
22,actor,False,False,0.99,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.95,0.87,0.2021726369857788,0.1928943246603012,0.9947157502174377,321.91,1208.43,4.58306047692409,0.0672049685588697,321.91,4.256075740136639,0.1102078124406373,4.0131,60918.0,0.9801630060080769,1208.43
23,actor,False,False,0.99,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.84,0.74,0.18468572199344635,0.16242475807666779,0.9925174117088318,455.83,39782.89,8.61787465864517,0.1094562080542481,455.83,5.381329994370343,0.11472573266156438,0.0056,60918.0,0.34694359630979393,39782.89
24,actor,False,False,0.99,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.87,0.74,0.18905231356620789,0.1590804010629654,0.9900029897689819,609.0,60916.1,10.971590174998028,0.1605919220008879,609.0,6.275714446228535,0.20560451437528296,0.2294,60918.0,3.118946780918841e-05,60916.1
25,actor,False,False,0.99,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.98,0.14,0.21898451447486877,0.05815066024661064,0.9947157502174377,321.91,1208.43,5.725024465526722,0.82303940839564,321.91,5.286018417930644,0.8232784939103209,2.6194,60918.0,0.9801630060080769,1208.43
