dataset,true_label_as_target,hard_mask,topk,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges
syn4,False,False,20.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.35,0.41,0.346739262342453,0.42990177869796753,1946.97,7.382202605890296,0.4694211164870085,20.0,2.99572756117577,0.9934716330548986,0.0001,1950.0
syn4,False,False,20.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.47,0.46,0.39590370655059814,0.44946426153182983,1564.88,6.259708948405827,0.33629598018955226,19.88,2.631683677368506,0.4793915963419192,0.0037,1950.0
syn4,False,False,20.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6872,1950.0
syn4,False,False,25.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.38,0.39,0.3605833947658539,0.397591769695282,21.72,1.9918191864615673,0.12152693783226354,18.66,1.984319125131909,0.17089123614148216,3.2192,1950.0
syn4,False,False,25.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.44,0.30906230211257935,0.4067702889442444,1938.08,7.093181338732842,0.011005640130970919,25.0,3.0712335063794303,0.23783108165662992,0.0062,1950.0
syn4,False,False,25.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.44,0.38,0.4317432641983032,0.34805813431739807,1255.38,5.274136656764953,0.08626119895900147,24.01,2.6657172203695554,0.24127765044547989,0.1556,1950.0
syn4,False,False,25.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.35,0.3435124158859253,0.32842549681663513,1947.79,7.571686278597896,0.7667115064727276,25.0,3.208013361836489,0.7716441998302669,0.0837,1950.0
syn4,False,False,25.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.26,0.4299179017543793,0.22818702459335327,166.86,3.529170286167645,0.0010993366300169848,25.0,2.919733820339,0.18965395685997602,0.0141,1950.0
syn4,False,False,25.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.01,0.41,0.007465702947229147,0.4299148619174957,1524.3,6.252167097562276,0.001329227519057606,25.0,3.218587058509584,0.9546565567147379,70.1111,1950.0
syn4,False,False,25.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.19,0.42756885290145874,0.1290552020072937,36.0,3.3272659282191186,0.7350226736012152,23.05,3.0630025554577145,0.8599020116232404,3.6284,1950.0
syn4,False,False,25.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.3436007797718048,0.42990177869796753,1946.97,7.382202605890296,0.4694211164870085,25.0,3.2188683109902025,0.9915204548161008,0.0001,1950.0
syn4,False,False,25.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.47,0.46,0.39560601115226746,0.44937825202941895,1564.88,6.259708948405827,0.33629598018955226,24.74,2.7663525399169275,0.44294394465053843,0.0037,1950.0
syn4,False,False,25.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6872,1950.0
syn4,False,False,50.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.38,0.39,0.36075443029403687,0.3976004123687744,21.72,1.9918191864615673,0.12152693783226354,21.68,1.9917072119327976,0.1215272866116082,3.2192,1950.0
syn4,False,False,50.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.45,0.31736642122268677,0.4020419418811798,1938.08,7.093181338732842,0.011005640130970919,50.0,3.7157488328731487,0.15170044480743886,0.0062,1950.0
syn4,False,False,50.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.45,0.37,0.4333425760269165,0.34708449244499207,1255.38,5.274136656764953,0.08626119895900147,41.92,2.894484534657768,0.1028340732016571,0.1556,1950.0
syn4,False,False,50.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.35,0.3435124158859253,0.32842549681663513,1947.79,7.571686278597896,0.7667115064727276,50.0,3.9059098764923412,0.7716441998302669,0.0837,1950.0
syn4,False,False,50.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.26,0.4299176037311554,0.22470836341381073,166.86,3.529170286167645,0.0010993366300169848,50.0,3.249216835450503,0.035704696177980916,0.0141,1950.0
syn4,False,False,50.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.01,0.41,0.007734817918390036,0.42993202805519104,1524.3,6.252167097562276,0.001329227519057606,50.0,3.911808364632746,0.9546562192778032,70.1111,1950.0
syn4,False,False,50.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.2,0.4280893802642822,0.12931028008460999,36.0,3.3272659282191186,0.7350226736012152,32.36,3.286368943710869,0.7639280585448087,3.6284,1950.0
syn4,False,False,50.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.34082865715026855,0.4298098385334015,1946.97,7.382202605890296,0.4694211164870085,50.0,3.911993795751203,0.9828014914557207,0.0001,1950.0
syn4,False,False,50.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.46,0.46,0.39358365535736084,0.452052503824234,1564.88,6.259708948405827,0.33629598018955226,47.22,3.1972835806220945,0.3454060926501572,0.0037,1950.0
syn4,False,False,50.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6872,1950.0
syn4,False,False,100.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.38,0.39,0.36075359582901,0.3974877893924713,21.72,1.9918191864615673,0.12152693783226354,21.72,1.9918191864615673,0.12152693783226354,3.2192,1950.0
syn4,False,False,100.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.42,0.32139500975608826,0.39780566096305847,1938.08,7.093181338732842,0.011005640130970919,100.0,4.367575594443432,0.10096892038045137,0.0062,1950.0
syn4,False,False,100.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.46,0.37,0.4298752248287201,0.3463483452796936,1255.38,5.274136656764953,0.08626119895900147,75.62,3.145637998713403,0.08882018584681844,0.1556,1950.0
syn4,False,False,100.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.35,0.3435124158859253,0.32842549681663513,1947.79,7.571686278597896,0.7667115064727276,100.0,4.601927715312804,0.7716441998302669,0.0837,1950.0
syn4,False,False,100.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.26,0.4299176037311554,0.2246873676776886,166.86,3.529170286167645,0.0010993366300169848,96.64,3.43923992470798,0.006422923624049705,0.0141,1950.0
syn4,False,False,100.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.02,0.42,0.01876085437834263,0.4397906959056854,1524.3,6.252167097562276,0.001329227519057606,100.0,4.604669447903419,0.9541767359180888,70.1111,1950.0
syn4,False,False,100.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.18,0.42809122800827026,0.12600086629390717,36.0,3.3272659282191186,0.7350226736012152,35.82,3.3264327812586663,0.7384198600090042,3.6284,1950.0
syn4,False,False,100.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.33,0.41,0.3339356482028961,0.42965853214263916,1946.97,7.382202605890296,0.4694211164870085,100.0,4.605052000385612,0.9683466023260017,0.0001,1950.0
syn4,False,False,100.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.46,0.46,0.3935335576534271,0.45202040672302246,1564.88,6.259708948405827,0.33629598018955226,88.62,3.6543232068270495,0.33962260365133445,0.0037,1950.0
syn4,False,False,100.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6872,1950.0
syn4,False,True,1.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.07,0.41,0.07362403720617294,0.42979931831359863,21.72,2.0193867291949856,0.15116185463702417,1.0,0.0,1.0,6.5837,1950.0
syn4,False,True,1.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.13,0.41,0.14378167688846588,0.42993175983428955,1938.08,7.093181338732842,0.011005640130970919,1.0,0.0,1.0,0.0062,1950.0
syn4,False,True,1.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.48,0.41,0.4659464359283447,0.4292065501213074,1255.38,5.274136656764953,0.08626119895900147,1.0,0.0,1.0,0.1556,1950.0
syn4,False,True,1.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.54,0.41,0.38327208161354065,0.42898261547088623,1947.79,7.571686278597896,0.7667115064727276,1.0,0.0,1.0,0.0837,1950.0
syn4,False,True,1.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.28,0.41,0.24601873755455017,0.42871764302253723,166.86,3.529170286167645,0.0010993366300169848,1.0,0.0,1.0,0.0141,1950.0
syn4,False,True,1.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,4.886329043074511e-05,0.4299096167087555,1545.4,6.289751330389753,0.0014349294367648263,1.0,0.0,1.0,44.1407,1950.0
syn4,False,True,1.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.3,0.41,0.24840614199638367,0.42893844842910767,36.0,3.3272659282191186,0.7350226736012152,1.0,0.0,1.0,4.2397,1950.0
syn4,False,True,1.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.3442266583442688,0.42993175983428955,1946.97,7.382202605890296,0.4694211164870085,1.0,0.0,1.0,0.0001,1950.0
syn4,False,True,1.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.51,0.41,0.4456269145011902,0.4294460713863373,1564.88,6.259708948405827,0.33629598018955226,1.0,0.0,1.0,0.0037,1950.0
syn4,False,True,1.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.26,0.41,0.2032659649848938,0.4292695224285126,5.68,1.6872696100203783,1.0,1.0,0.0,1.0,0.6224,1950.0
syn4,False,True,5.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.32,0.4,0.26757633686065674,0.4192778468132019,21.72,2.0193867291949856,0.15116185463702417,5.0,1.5369338615167423,0.959137160614389,6.5837,1950.0
syn4,False,True,5.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.28,0.35122454166412354,0.3073481321334839,1938.08,7.093181338732842,0.011005640130970919,5.0,1.5436392204443228,0.6778513739078427,0.0062,1950.0
syn4,False,True,5.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.44,0.11,0.4368639886379242,0.170954167842865,1255.38,5.274136656764953,0.08626119895900147,5.0,1.6080326211201126,0.9771033780806458,0.1556,1950.0
syn4,False,True,5.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.39,0.32032954692840576,0.38125842809677124,1947.79,7.571686278597896,0.7667115064727276,5.0,1.5893457150128254,0.7911053751042779,0.0837,1950.0
syn4,False,True,5.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.42,0.24,0.43114688992500305,0.21015673875808716,166.86,3.529170286167645,0.0010993366300169848,5.0,1.599813033967706,0.9089339305722421,0.0141,1950.0
syn4,False,True,5.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,4.886329043074511e-05,0.4302545487880707,1545.4,6.289751330389753,0.0014349294367648263,5.0,1.6094379124340972,0.9999999993600425,44.1407,1950.0
syn4,False,True,5.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.36,0.36,0.3558430075645447,0.30989691615104675,36.0,3.3272659282191186,0.7350226736012152,5.0,1.6090470602022109,0.993578056399333,4.2397,1950.0
syn4,False,True,5.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.3438185453414917,0.42993175983428955,1946.97,7.382202605890296,0.4694211164870085,5.0,1.6094375319701564,0.9980058323445864,0.0001,1950.0
syn4,False,True,5.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.48,0.47,0.40295395255088806,0.46221229434013367,1564.88,6.259708948405827,0.33629598018955226,5.0,1.6062962241138816,0.9805438308954224,0.0037,1950.0
syn4,False,True,5.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.38,0.44,0.3874702453613281,0.3646906614303589,5.68,1.6872696100203783,1.0,4.54,1.5043232780502496,1.0,0.6224,1950.0
syn4,False,True,10.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.42,0.37,0.38363784551620483,0.37367960810661316,21.72,2.0193867291949856,0.15116185463702417,10.0,1.950698234789205,0.7856360409031735,6.5837,1950.0
syn4,False,True,10.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.44,0.19,0.45414474606513977,0.2427547127008438,1938.08,7.093181338732842,0.011005640130970919,10.0,2.2097053073099544,0.3990993583228425,0.0062,1950.0
syn4,False,True,10.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.45,0.41,0.4414152503013611,0.4123157262802124,1255.38,5.274136656764953,0.08626119895900147,10.0,2.1809881232418427,0.8101854354846018,0.1556,1950.0
syn4,False,True,10.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.3823324143886566,1947.79,7.571686278597896,0.7667115064727276,10.0,2.283682338139942,0.7719720470585493,0.0837,1950.0
syn4,False,True,10.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.29,0.42993175983428955,0.21599560976028442,166.86,3.529170286167645,0.0010993366300169848,10.0,2.230291016194055,0.4704205654404112,0.0141,1950.0
syn4,False,True,10.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,4.886329043074511e-05,0.42991483211517334,1545.4,6.289751330389753,0.0014349294367648263,10.0,2.302585092994023,0.9999999337098754,44.1407,1950.0
syn4,False,True,10.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.42,0.19,0.42949676513671875,0.1576208621263504,36.0,3.3272659282191186,0.7350226736012152,10.0,2.299850625324915,0.973819068011515,4.2397,1950.0
syn4,False,True,10.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.34381726384162903,0.42993175983428955,1946.97,7.382202605890296,0.4694211164870085,10.0,2.302583801418708,0.9963308091476699,0.0001,1950.0
syn4,False,True,10.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.41,0.3938339352607727,0.42198291420936584,1564.88,6.259708948405827,0.33629598018955226,10.0,2.1868321703034073,0.8850193807556009,0.0037,1950.0
syn4,False,True,10.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,False,True,15.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.48,0.23,0.44112223386764526,0.21809828281402588,21.72,2.0193867291949856,0.15116185463702417,13.88,2.000488148138193,0.5756268239492961,6.5837,1950.0
syn4,False,True,15.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.24,0.4300467371940613,0.2008771002292633,1938.08,7.093181338732842,0.011005640130970919,15.0,2.594306604285885,0.3322309465993478,0.0062,1950.0
syn4,False,True,15.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.38,0.42605987191200256,0.38536086678504944,1255.38,5.274136656764953,0.08626119895900147,14.98,2.4337708502821873,0.6838836195740428,0.1556,1950.0
syn4,False,True,15.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.38228434324264526,1947.79,7.571686278597896,0.7667115064727276,15.0,2.692609993950129,0.7716441998302669,0.0837,1950.0
syn4,False,True,15.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.13,0.42993175983428955,0.11175263673067093,166.86,3.529170286167645,0.0010993366300169848,15.0,2.567734342099428,0.38594406448412466,0.0141,1950.0
syn4,False,True,15.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,0.0007303887396119535,0.42991483211517334,1545.4,6.289751330389753,0.0014349294367648263,15.0,2.707867855879432,0.9995440465303171,44.1407,1950.0
syn4,False,True,15.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.15,0.4274182617664337,0.13633956015110016,36.0,3.3272659282191186,0.7350226736012152,14.98,2.6880963036580177,0.9542756496615545,4.2397,1950.0
syn4,False,True,15.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.34474751353263855,0.42993175983428955,1946.97,7.382202605890296,0.4694211164870085,15.0,2.7080475167723392,0.9946707738278873,0.0001,1950.0
syn4,False,True,15.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.42,0.41,0.3930879533290863,0.41976791620254517,1564.88,6.259708948405827,0.33629598018955226,14.98,2.4561171957879324,0.776894802900301,0.0037,1950.0
syn4,False,True,15.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,False,True,20.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.14,0.4348770081996918,0.13238224387168884,21.72,2.0193867291949856,0.15116185463702417,16.84,2.0085515674518577,0.2696195701806083,6.5837,1950.0
syn4,False,True,20.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.09,0.42993175983428955,0.1116928979754448,1938.08,7.093181338732842,0.011005640130970919,20.0,2.86259866688119,0.2947952388734243,0.0062,1950.0
syn4,False,True,20.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.46,0.36,0.43294140696525574,0.38471850752830505,1255.38,5.274136656764953,0.08626119895900147,19.62,2.577236666958488,0.29287350810750945,0.1556,1950.0
syn4,False,True,20.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.38228434324264526,1947.79,7.571686278597896,0.7667115064727276,20.0,2.9829374049037507,0.7716441998302669,0.0837,1950.0
syn4,False,True,20.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.07,0.42993175983428955,0.07725746184587479,166.86,3.529170286167645,0.0010993366300169848,20.0,2.782501675439192,0.24765400774320817,0.0141,1950.0
syn4,False,True,20.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,0.0007303887396119535,0.42991483211517334,1545.4,6.289751330389753,0.0014349294367648263,20.0,2.9954549576276195,0.9995440462652755,44.1407,1950.0
syn4,False,True,20.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.07,0.4298851490020752,0.06826581060886383,36.0,3.3272659282191186,0.7350226736012152,19.42,2.92407541455782,0.9043800034478052,4.2397,1950.0
syn4,False,True,20.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.35,0.41,0.3467710018157959,0.42990246415138245,1946.97,7.382202605890296,0.4694211164870085,20.0,2.99572756117577,0.9934716330548986,0.0001,1950.0
syn4,False,True,20.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.41,0.38585299253463745,0.4193200170993805,1564.88,6.259708948405827,0.33629598018955226,19.88,2.631683677368506,0.4793915963419192,0.0037,1950.0
syn4,False,True,20.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,False,True,25.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.42,0.11,0.4353344738483429,0.08169569075107574,21.72,2.0193867291949856,0.15116185463702417,18.66,2.012688618993951,0.21039407547835332,6.5837,1950.0
syn4,False,True,25.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.09,0.42993175983428955,0.08569220453500748,1938.08,7.093181338732842,0.011005640130970919,25.0,3.0712335063794303,0.23783108165662992,0.0062,1950.0
syn4,False,True,25.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.47,0.36,0.44561293721199036,0.3847001791000366,1255.38,5.274136656764953,0.08626119895900147,24.01,2.6657172203695554,0.24127765044547989,0.1556,1950.0
syn4,False,True,25.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.38228434324264526,1947.79,7.571686278597896,0.7667115064727276,25.0,3.208013361836489,0.7716441998302669,0.0837,1950.0
syn4,False,True,25.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.04,0.42993175983428955,0.040867310017347336,166.86,3.529170286167645,0.0010993366300169848,25.0,2.919733820339,0.18965395685997602,0.0141,1950.0
syn4,False,True,25.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.41,0.004795602057129145,0.42987072467803955,1545.4,6.289751330389753,0.0014349294367648263,25.0,3.2185849997843694,0.9544046265275296,44.1407,1950.0
syn4,False,True,25.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.07,0.42993175983428955,0.053778886795043945,36.0,3.3272659282191186,0.7350226736012152,23.05,3.0630025554577145,0.8599020116232404,4.2397,1950.0
syn4,False,True,25.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.34372368454933167,0.42990246415138245,1946.97,7.382202605890296,0.4694211164870085,25.0,3.2188683109902025,0.9915204548161008,0.0001,1950.0
syn4,False,True,25.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.41,0.38603445887565613,0.4190577566623688,1564.88,6.259708948405827,0.33629598018955226,24.74,2.7663525399169275,0.44294394465053843,0.0037,1950.0
syn4,False,True,25.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,False,True,50.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.01,0.42993175983428955,0.004175030160695314,21.72,2.0193867291949856,0.15116185463702417,21.68,2.0192969925101174,0.1511623510329569,6.5837,1950.0
syn4,False,True,50.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.01,0.42993175983428955,0.011692047119140625,1938.08,7.093181338732842,0.011005640130970919,50.0,3.7157488328731487,0.15170044480743886,0.0062,1950.0
syn4,False,True,50.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.46,0.36,0.45004135370254517,0.38452133536338806,1255.38,5.274136656764953,0.08626119895900147,41.92,2.894484534657768,0.1028340732016571,0.1556,1950.0
syn4,False,True,50.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.38228434324264526,1947.79,7.571686278597896,0.7667115064727276,50.0,3.9059098764923412,0.7716441998302669,0.0837,1950.0
syn4,False,True,50.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.0007047796389088035,166.86,3.529170286167645,0.0010993366300169848,50.0,3.249216835450503,0.035704696177980916,0.0141,1950.0
syn4,False,True,50.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.42,0.00031685532303527,0.4383073151111603,1545.4,6.289751330389753,0.0014349294367648263,50.0,3.9118068670911867,0.954404255920734,44.1407,1950.0
syn4,False,True,50.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.005608396604657173,36.0,3.3272659282191186,0.7350226736012152,32.36,3.286368943710869,0.7639280585448087,4.2397,1950.0
syn4,False,True,50.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.41,0.3408219516277313,0.4298142194747925,1946.97,7.382202605890296,0.4694211164870085,50.0,3.911993795751203,0.9828014914557207,0.0001,1950.0
syn4,False,True,50.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.41,0.38603445887565613,0.41736096143722534,1564.88,6.259708948405827,0.33629598018955226,47.22,3.1972835806220945,0.3454060926501572,0.0037,1950.0
syn4,False,True,50.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,False,True,100.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.0,21.72,2.0193867291949856,0.15116185463702417,21.72,2.0193867291949856,0.15116185463702417,6.5837,1950.0
syn4,False,True,100.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.0,1938.08,7.093181338732842,0.011005640130970919,100.0,4.367575594443432,0.10096892038045137,0.0062,1950.0
syn4,False,True,100.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.43,0.36,0.42849576473236084,0.3814673125743866,1255.38,5.274136656764953,0.08626119895900147,75.62,3.145637998713403,0.08882018584681844,0.1556,1950.0
syn4,False,True,100.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.34,0.4,0.33064329624176025,0.38228434324264526,1947.79,7.571686278597896,0.7667115064727276,100.0,4.601927715312804,0.7716441998302669,0.0837,1950.0
syn4,False,True,100.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.0,166.86,3.529170286167645,0.0010993366300169848,96.64,3.43923992470798,0.006422923624049705,0.0141,1950.0
syn4,False,True,100.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.42,0.003736837999895215,0.4382410943508148,1545.4,6.289751330389753,0.0014349294367648263,100.0,4.604670665083849,0.9539002436245596,44.1407,1950.0
syn4,False,True,100.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.0,0.42993175983428955,0.0,36.0,3.3272659282191186,0.7350226736012152,35.82,3.3264327812586663,0.7384198600090042,4.2397,1950.0
syn4,False,True,100.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.33,0.41,0.3326754868030548,0.4296751916408539,1946.97,7.382202605890296,0.4694211164870085,100.0,4.605052000385612,0.9683466023260017,0.0001,1950.0
syn4,False,True,100.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.41,0.38603445887565613,0.4179037809371948,1564.88,6.259708948405827,0.33629598018955226,88.62,3.6543232068270495,0.33962260365133445,0.0037,1950.0
syn4,False,True,100.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.41,0.17,0.40842875838279724,0.21381551027297974,5.68,1.6872696100203783,1.0,5.68,1.6872696100203783,1.0,0.6224,1950.0
syn4,True,False,1.0,basic_gnnexplainer,100.0,0.11,0.41,0.044504765421152115,0.32486018538475037,-1.0,-1.0,-1.0,-1.0,21.72,1.982200021011921,0.1116834950411246,1.0,0.0,1.0,7.1523,1950.0
syn4,True,False,1.0,distance,100.0,0.13,0.41,0.10014596581459045,0.32486021518707275,-1.0,-1.0,-1.0,-1.0,1938.08,7.093181338732842,0.011005640130970919,1.0,0.0,1.0,0.0062,1950.0
syn4,True,False,1.0,ig,100.0,0.48,0.41,0.38647782802581787,0.32477524876594543,-1.0,-1.0,-1.0,-1.0,1255.24,5.263331481930456,0.08400590555915258,1.0,0.0,1.0,0.1837,1950.0
