dataset,threshold,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn6,0.5,occlusion,100.0,1.0,0.001974595797971937,0.38799999999999996,0.0009898168702170982,0.040617572371762334,0.65,0.34,0.6059147119522095,0.2530263662338257,0.012117523699998856,3900.16,0.5964,3948.0,0.00027355623100307815,3946.92
syn6,0.5,pagerank,100.0,1.0,0.8413030303030302,0.882,0.8082619047619046,0.940808532249873,0.64,0.01,0.5895732641220093,-0.006828374695032835,0.9972391724586487,10.9,0.0221,3948.0,0.0005065856129685686,3946.0
syn6,0.5,pgmexplainer,100.0,1.0,0.2720363910187218,0.8319999999999999,0.19649916368159284,0.9073260538344337,0.64,0.02,0.5895732641220093,-0.0021961722522974014,0.956550121307373,171.54,3.6076,3948.0,0.7805268490374876,866.48
syn6,0.5,random,100.0,1.0,0.00514945143979034,0.7639999999999999,0.002583433661048343,0.5040933214829864,0.44,0.34,0.41588813066482544,0.3068481683731079,0.5003090500831604,1972.78,0.0,3948.0,0.00025329280648433983,3947.0
syn6,0.5,sa_node,100.0,1.0,0.0010133519950080397,0.19999999999999996,0.000507962861858903,0.11232097511427125,0.45,0.25,0.394863486289978,0.2578727602958679,0.0027102071326225996,3937.3,0.0031,3948.0,0.0007497467071934815,3945.04
syn6,0.5,subgraphx,100.0,1.0,0.770111111111111,0.7399999999999999,0.814,0.8698146267140681,0.62,0.04,0.5702691078186035,0.04547926038503647,0.997755765914917,8.86,3.0914,3948.0,0.97775582573455,8.86
syn6,0.8,distance,100.0,1.0,0.5302380952380951,0.408,0.9516666666666667,0.601972067039106,0.0,0.64,-0.013474705629050732,0.5895732641220093,0.9994276165962219,2.26,0.0137,3948.0,0.03884498480243162,3794.64
syn6,0.8,gnnexplainer,100.0,1.0,0.26936846907730894,0.654,0.21911534532093377,0.7293643981716607,0.48,0.34,0.43435898423194885,0.2858632802963257,0.9387639760971069,241.76,5.4025,3948.0,0.9335106382978721,262.5
syn6,0.8,ig_node,100.0,1.0,0.13653454323692704,0.16999999999999996,0.36581167312820334,0.3077938039614017,0.32,0.35,0.26881083846092224,0.3467864990234375,0.5007650256156921,1970.98,0.1425,3948.0,0.003150962512664616,3935.56
syn6,0.8,occlusion,100.0,1.0,0.003959064249359712,0.098,0.010313922951477778,0.05207821229050281,0.25,0.44,0.21862086653709412,0.3971540331840515,0.07093971222639084,3667.93,0.5164,3948.0,0.00027355623100307815,3946.92
syn6,0.8,pagerank,100.0,1.0,0.5297619047619047,0.408,0.955,0.7039502285424072,0.64,0.36,0.5866785645484924,0.2698759436607361,0.998860239982605,4.5,0.0198,3948.0,0.0005065856129685686,3946.0
syn6,0.8,pgmexplainer,100.0,1.0,0.3344789334444363,0.484,0.40542656873607524,0.7398654139156932,0.56,0.24,0.4953133761882782,0.2345282882452011,0.9915096163749695,33.52,3.9217,3948.0,0.7804255319148937,866.88
syn6,0.8,random,100.0,1.0,0.004558811285604019,0.326,0.0022954726062758253,0.4871204926358558,0.19,0.61,0.17184360325336456,0.5504347085952759,0.8003420233726501,788.25,0.0,3948.0,0.00025329280648433983,3947.0
syn6,0.8,sa_node,100.0,1.0,0.11432352685085384,0.11199999999999999,0.24614867888108957,0.331124936515998,0.01,0.64,-0.010229980573058128,0.5895732641220093,0.5486069321632385,1782.1,0.0029,3948.0,0.0007497467071934815,3945.04
syn6,0.8,subgraphx,100.0,1.0,0.7827777777777777,0.752,0.8274999999999999,0.8758197054342305,0.63,0.03,0.5800683498382568,0.03542901575565338,0.9977354407310486,8.94,3.3878,3948.0,0.9877355623100315,8.94
syn6,0.9,distance,100.0,1.0,0.5302380952380951,0.408,0.9516666666666667,0.601972067039106,0.0,0.64,-0.013474724255502224,0.5895732641220093,0.9994276165962219,2.26,0.0168,3948.0,0.03884498480243162,3794.64
syn6,0.9,gnnexplainer,100.0,1.0,0.2756085179061004,0.606,0.21667382525501896,0.6912746317927883,0.34,0.51,0.2908007800579071,0.46736085414886475,0.965430498123169,136.48,2.64,3948.0,0.9335106382978721,262.5
syn6,0.9,ig_node,100.0,1.0,0.12569444444444447,0.078,0.36590909090909096,0.37684814626714064,0.02,0.64,0.0057478733360767365,0.5883972644805908,0.676332414150238,1277.84,0.1479,3948.0,0.003150962512664616,3935.56
syn6,0.9,occlusion,100.0,1.0,0.017192493705410233,0.086,0.050263850309356546,0.06564448958862369,0.22,0.44,0.1932038515806198,0.39874371886253357,0.10670211911201477,3526.74,0.6037,3948.0,0.00027355623100307815,3946.92
syn6,0.9,pagerank,100.0,1.0,0.42304761904761917,0.314,0.9573333333333334,0.6569542915185371,0.63,0.36,0.5235813856124878,0.32676753401756287,0.9991034865379333,3.54,0.0209,3948.0,0.0005065856129685686,3946.0
syn6,0.9,pgmexplainer,100.0,1.0,0.3800480289636709,0.3760000000000001,0.5607080460389283,0.6873301168105636,0.57,0.23,0.4881383776664734,0.253974586725235,0.997218906879425,10.98,3.8762,3948.0,0.7803140830800408,867.32
syn6,0.9,random,100.0,1.0,0.005077882847395415,0.19399999999999998,0.002572677407561324,0.500879126460132,0.07,0.63,0.06097526475787163,0.5775164365768433,0.8994908332824707,396.81,0.0,3948.0,0.00025329280648433983,3947.0
syn6,0.9,sa_node,100.0,1.0,0.180224358974359,0.11199999999999999,0.5326352813852814,0.33610259014728283,0.01,0.64,-0.0144975446164608,0.5895732641220093,0.5609980225563049,1733.18,0.0027,3948.0,0.0007497467071934815,3945.04
syn6,0.9,subgraphx,100.0,1.0,0.7734444444444444,0.7439999999999999,0.8114999999999999,0.8718120873539865,0.62,0.05,0.5676558613777161,0.05298832058906555,0.9977405667304993,8.92,3.1119,3948.0,0.9777406281661609,8.92
